utterance, prediction, true label
Evaluate stance regarding loftslag. Snippet: Tel niður dagana þar til doktorsprófið mitt byrjar #77 #tephrochronology #southernhemisphere #chronology #oxford #SemST, none, none
Evaluate stance regarding femínisti. Snippet: Úff ég er dauðsjúkur af þessari tík sem langar í &quot;jafnrétti&quot; eins og stfu u DUMB CUNT #kvenkynsmisgrimmd #SemST, against, against
Evaluate stance regarding femínisti. Snippet: @notandi þú segir mér ekki hvað ég á að gera, ég er sterkur einstaklingur karlmaður, ég get tekið mína eigin ákvarðanir #ABCD #SayNoToPresion #SemST, against, against
Evaluate stance regarding loftslag. Snippet: Mun heimurinn setja refsiaðgerðir á #Ástralíu vegna geðveikrar leitar að nýjum stórum #kolanámum? #UN #auspol #refsiaðgerðir #SemST, against, favor
Evaluate stance regarding fóstureyðing. Snippet: Fólki er alveg sama um hluti sem hafa ekki áhrif á karlmenn sem er sama ástæða þess að það er kynbundið við tökum ekki til getnaðarvarnir #SemST, favor, against
Evaluate stance regarding trúleysi. Snippet: #Kirkjan er sjúkrahús en læknirinn er einn: #Kristur!! #SemST, against, against
Evaluate stance regarding trúleysi. Snippet: Eftir hindúastelpurnar #Sheila #Munni og múslimska #Razia er kominn tími á Christian #Mary í item song heiminum. #Bollywood #SemST, none, against
Evaluate stance regarding hillary. Snippet: Ef Hillary Clinton verður kjörin forseti árið 2016 mun þessi þjóð vafalaust upplifa áður óþekkta eyðileggingu. #SemST, against, against
Evaluate stance regarding fóstureyðing. Snippet: Ég vona að þið annað hvort hafið gaman af rugby eða njótið þess að njóta ekki rugby #SemST, none, against
Evaluate stance regarding loftslag. Snippet: Edenhofer: Kolefnisverð er nauðsynlegt en ekki nóg. við þurfum viðbótarstefnu til að vinna gegn #kolendurreisninni og #CFCC15 #SemST, favor, favor
Evaluate stance regarding femínisti. Snippet: Nema þú hafir heilsufars- eða lífeðlisfræðileg vandamál, ættir þú ekki að vera stoltur af of þungum líkama þínum! #heilsa #SemST, none, none
Evaluate stance regarding femínisti. Snippet: Sumir femínistar eru að gera fórnarlömbum nauðgana gríðarlega illa með því að ljúga til um tölur og styðja rangar ásakanir. #SemST, against, against
Evaluate stance regarding hillary. Snippet: Námuvinnsla er þar sem allir peningarnir eru en &quot;Leiðtoginn&quot; okkar segir annað #ArrestObama #RedNationRising #OperationBendOver #NoSanctuary #SemST, against, none
Evaluate stance regarding fóstureyðing. Snippet: @notandi Það mun ekki gerast. LW og RW hafa of mikinn mun. #Utanríkisstefna #Heilsugæslulöggjöf #Hagfræði #SemST, none, none
Evaluate stance regarding hillary. Snippet: hey @notandi þegar þú LOGGIR um skort á stef...hélstu í alvöru að þú myndir ekki nást? #LIAR #Corruptocrat #SemST, against, against
Evaluate stance regarding hillary. Snippet: @notandi : &quot;Breyttu trúarskoðunum&quot; til að koma til móts við ofbeldi fóstureyðinga?! #Af hverju ég kýs ekki Hillary #SemST, against, against
Evaluate stance regarding femínisti. Snippet: Sleezy menn: EKKI kalla á mig og @notanda á meðan við erum úti að labba. Það er EKKI velkomið, aðlaðandi eða skaðlaust. #SemST, favor, favor
Evaluate stance regarding fóstureyðing. Snippet: Eins og 96% andstæðinga er sama um að anda lífvænlegum einstaklingum og 100% sama um fósturvísa meira #SemST, against, favor
Evaluate stance regarding hillary. Snippet: @notandi @notandi Samhæfðu fjölmiðlarnir leyfðu sjálfum sér að reka nokkra strengi af reipi? Góðar kindur! #SemST, none, against
Evaluate stance regarding hillary. Snippet: #Demókratar og #Obama lækka herinn OKKAR um 40.000 Á meðan hefur IRS hækkað í 100.000 #HillaryClinton #Hillary #SemST, against, against
Evaluate stance regarding femínisti. Snippet: Ef þessir femínistar eignast börn, þá er ég hræddur um hvað þeir heita. @notandi #SemST, against, against
Evaluate stance regarding femínisti. Snippet: @notandi elskarðu kettina þína meira en karlmenn? Auðvitað #SemST, favor, against
Evaluate stance regarding trúleysi. Snippet: Já ég held að orð hafi kannski bara hætt að skipta máli #SemST, none, none
Evaluate stance regarding femínisti. Snippet: Þegar ég fer upp tröppurnar heima hjá mér líður mér eins og @notandinn .. Ég hef líka unnið heimsmeistarakeppni kvenna. #brotinn fótleggur #USA #SemST, none, against
Evaluate stance regarding femínisti. Snippet: The Office Cinderella: Þegar kona er talin gefa ekki 100% til vinnu vegna þess að hún kemur og yfirgefur skrifstofuna á réttum tíma. #konur #SemST, favor, favor
Evaluate stance regarding fóstureyðing. Snippet: @notandi ÞÚ GETUR EKKI MEÐ SANNLEIKINN! Fólk mun alltaf gera það, sama hvaða lög eru. #láttu læknar gera það #SemST, favor, favor
Evaluate stance regarding trúleysi. Snippet: Er að gera grein um rökfræðilegar villur fyrir bloggið mitt @notandi #heimspeki #rökfræði #blogg #húmanisti #SemST, none, against
Evaluate stance regarding femínisti. Snippet: #jáallkonur eru #alltaf #óstöðvandi ef þær gráta til að komast leiðar sinnar #likeagirl #GamerGate #SemST, against, against
Evaluate stance regarding femínisti. Snippet: @notandi ég er bara að deila hlátri með vinum mínum, stigin þín eru hlæjandi, hlátur er góð 4 heilsa =) #SemST, none, none
