news_id,quote
20242602491,"Græna brúin var þó mjög trikkí, rafmagnsfjallahjólin eru þung og brúin er ekki gerð til að leiða hjólin upp á brúnna, hún er há og stiginn upp er alveg beinn, brattur og mjór. Brúin sjálf er fín, breið, handrið, hægt að reiða hjólið yfir. Og svo er það niður hinum megin, einn lætur hjólið síga varlega og hinn tekur á móti niðri,"
20242602491,"Sjálfboðaliðinn stór og sterkur og tók á móti hjólinu af brúni, en þarna gerist það að ég einhvern veginn flæktist í afturbremsunni á hjólinu,"
20242602491,"Þessi armbönd eru ódrepanleg og slitna ekki sama hvað,"
20242602491,"Þarna stóð ég á brúarendanum, með hendina beina á undan mér eins og súperwoman á leið í flug. Það var eins og mér hefði verið ýtt. Ég var búin að missa jafnvægið og ekkert til að grípa í."
20242602491,"Sársaukinn var óbærilegur og ég hélt á fætinum í lófanum á mér, hann bara lafði þarna. Ég hélt ég væri að deyja og síðar að ég væri dáin, á ketamín ofskynjunartrippinu,"
20242602491,"Ég hvarf inn í ofskynjunarheim einhverra óþægilegustu myrkustu tilfinninga og vanlíðunar og barðist þar í þröngum rörheimi þar sem heilinn á mér hafði verið yfirtekinn,"
20242602491,Mér var sagt að á meðan ég var í ketamínvibbaheiminum þá tóku þau upp nýja tannbursta og burstuðu bein og vöðva.
20242602491,"Fyrsta aðgerðin snérist víst meira um að finna beinflísar og bita og pússla saman ásamt því að hreinsa sárið sem var fullt af sandi og möl, orðið vel límt vegna tímans sem leið, þrátt fyrir að sjúkraliðið frá Hvolsvelli hafi víst gert sitt besta til að hreinsa sárið strax á vettvangi,"
20242602491,"Sérfræðilæknirinn minn, bæklunarskurðlæknasnillingameistarinn, fór á annað hnéð til að horfa í augun á mér þegar ég lá í sjúkrarúminu til að geta horft beint í augun á mér þegar hann sagði mér að þetta væri alvarlegt,"
20242602491,"Verktakar eru alls ekki vel gripnir í samfélagskerfinu og mínar tryggingar eru of basic fyrir svona tráma,"
20242602491,"Ég kann alls konar. Ég er með þrjár háskólagráður þótt ég vinni sem ökuleiðsögumaður,"
20242602498,"Í fyrsta skipti á mínum starfsferli upplifi ég ákveðna afturför í jafnrétti kynjanna,"
20242602498,"Margar ungar mæður nefna nýja hluti sem ég hef áhyggjur af, s.s. að makinn vilji ekki taka fæðingarorlof, þær séu að dragast aftur úr í launaþróun, samfélagsmiðlar hafi mjög neikvæð áhrif, þær þurfi að hafa heimilið fullkomið, hreint og fínt og helst sótthreinsað eins og hjá áhrifavöldunum, helst þurfi þær að elda allt frá grunni, engan sykur, hveiti eða unnar kjötvörur fyrir börnin, unga fjölskyldan þurfi að klæðast réttum merkjavörum, kröfur um ferðalög innanlands og erlendis, miklar kröfur um útlit og heilsu og ímyndaðan lífsstíl,"
20242602498,"En vegna þessa samverkandi þátta eru þær komnar aftur inn á heimilið, og að eigin sögn „á bak við eldavélina að baka fyrir TikTok“. Yfirleitt endar þetta á einn veg – í depurð og kvíða vegna fullkomnunaráráttu.
20242602498,Þar sem nýbakaðar mæður standa frammi fyrir í dag er þessi skelfilegu áskorun að sýna sig sem „ofurkonur“ sem verða samtímis að mæta og helga sig kröfum starfsferils síns og barna sinna, heimilinu og samfélagsmiðlum,"
20242602498,"Þetta er að mínu mati mikið áhyggjuefni. Eigum við ekki að slaka aðeins á í þessu ofurkonutali? Lítum okkur nær, fræðum okkar ungu kynslóð um jafnrétti kynjanna, ræðum saman og skoðum hvaða leið við erum að fara."
20242602507,"Þetta er einn af sumarsmellum íslensku þjóðarinnar,"
20242602507,"Síðan hefur það verið ofan í kassa í nokkur ár og nú ákváðum við að úr því að við erum að fara að spila á Þjóðhátíð í Eyjum að draga þetta lag fram og leggja lokahönd á það og koma því út,"
20242602507,"Þetta verður mikið stuð og verður bara dálítill tryllingur, eins og góð partý eiga að vera,"
20242602512,"Það líður ekki sá dagur að ég iðrist ekki þess sem gerðist þennan dag í My Lai. Ég iðrast vegna þeirra Víetnama sem voru drepnir, vegna fjölskyldna þeirra, vegna bandarísku hermannanna sem tóku þátt og fjölskyldna þeirra. Mér þykir þetta mjög leitt,"
20242602514,"GPS mælingar sýna að síðustu daga hefur hægt örlítið á landrisinu. Þegar sú þróun í landrisi fer saman við jarðskjálftavirkni líkt og mældist á Sundhnúksgígaröðinni í gær, eru það vísbendingar um að það styttist í næsta kvikuhlaup og jafnvel eldgos,"
20242602514,Þetta eru svona 20 til 30 skjálftar sem eru að mælast í kvikuganginum og það er bara áframhaldandi uppbygging á spennu á svæðinu sem við sjáum í þessari aukningu á skjálftum. Kvikuhólfslíkön sýna að það gæti gosið hvað úr hverju.
20242602514,Eins og til dæmis gerðist 10. nóvember þá varð kvikuhlaup án þess að það kæmi til eldgoss og við sáum nú hvað það gerði við Grindavík. Það veldur mikilli sprungufærslu þó það komi ekki til eldgoss. Það er í raun þessi aflögun þegar að kvikan er að þrýstast inn í kvikuganginn þá verður eitthvað að gefa eftir.
20242602514,Þetta gæti hafa verið kvika að reyna komast af stað en hún hefur ekki komist langt.
20242602514,Já þetta er klárlega merki um að þarna er mikil spenna sem gæti brostið hvað úr hverju.
20242602524,"Ísland er í algjöru uppáhaldi hjá okkur, við höfum verið svo heppin að fá að koma nokkrum sinnum fram hér en það er svolítið langt síðan síðast. Við erum full tilhlökkunar að koma til baka,"
20242602524,"Við elskum Bláa lónið auðvitað og vonumst til að geta heimsótt það núna. Ég er mjög hrifin af menningunni ykkar og víbrurnar hér eru svo einstakar, Reykjavík er mjög töff borg."
20242602524,"Ég tók þetta lag upp sextán ára gömul, ég ætla ekki að fara að reikna hvað það er langt síðan,"
20242602524,"Fólk spyr mig oft hvort ég sé ekki þreytt á að syngja þetta lag og ég segi alltaf nei, aldrei nokkurn tíma. Lagið verður nýtt fyrir mér þegar ég syng það í Reykjavík, það verður augnablik fyrir okkur öll þar sem við fögnum salnum, laginu og Pride. Ég er svo spennt að sjá hvað þessi stund færir okkur."
20242602524,En þannig er lífið. Og á sama tíma hafa verið svo ótrúlega margar magnaðar stundir og þetta er alveg mögnuð saga sem maður fær að segja frá.
20242602524,"Það er svo mikið sem Sister Sledge kom með inn í tónlistarbransann og það sem einkennir tónleikana okkar er auðvitað diskó en líka búningaskipti, framleiðslan, glamúrinn, ljósin og öll listin í kringum það. Þannig að spennið sætisbeltin, þetta verða rosalegir tónleikar og ég get ekki beðið eftir að sjá ykkur."
20242602527,"Í áminningarbréfinu kom m.a. fram að það væri niðurstaða ríkissaksóknara að með tjáningu sinni, ummælum og orðfæri í opinberri umræðu, hafi háttsemi Helga Magnúsar utan starfs hans sem vararíkissaksóknari verið ósæmileg og ósamrýmanleg starfi hans og að sú háttsemi hafi varpað rýrð á störf hans sem vararíkissaksóknari, á embætti ríkissaksóknara og ákæruvaldið almennt, sbr. 14. og 21. gr. laga nr. 70/1996. Í bréfinu var lögð á það áhersla að vararíkissaksóknari er staðgengill ríkissaksóknara sem er æðsti handhafi ákæruvalds hér á landi og að honum beri því að vera öðrum ákærendum fyrirmynd í allri sinni framgöngu,"
20242602527,Auðvitað ljúga þeir. Flestir koma í von um meiri pening og betra líf. Hver lýgur sér ekki til bjargar? Þar fyrir utan er einhver skortur á hommum á Íslandi?
20242602527,með því að ítreka ekki ávirðingar/háttsemi af því tagi sem lýst var í bréfinu ellegar kynni það að leiða til þess að honum yrði veitt lausn frá embætti sbr. VI. kafla laga nr. 70/1996 um réttindi og skyldur starfsmanna ríkisins.
20242602527,"Að mati ríkissaksóknara hefur Helgi Magnús Gunnarsson ekki bætt ráð sitt í kjölfar áminningarinnar. Þvert á móti hefur hann enn og aftur með tjáningu sinni, ummælum og orðfæri í opinberri umræðu, í starfi sínu sem vararíkissaksóknari, sýnt af sér háttsemi sem er ósæmileg og ósamrýmanleg starfi hans,"
20242602536,"Sjáum á spákorti fyrir laugardag að lægðinni er nú spáð nánast uppi í landsteinunum. Og það sem er mestu um vert að í stað þess að hún haldi áfram í rólegheitunum í átt til Skotlands, hægir hún á sér og verður frekar á hringsóli,"
20242602536,"Miðað við þetta sleppur enginn landshluti alveg við vætu. Mest suðaustantil og á Austfjörðum, en um norðvestanvert landið einkum framan af eða fram á laugardag, en síðan að líkindum alveg þurrt,"
20242602540,"Það er mjög mikilvægt að það komi fram að verðbólgan er að þróast í rétta átt þó að auðvitað hafi síðasta punktmæling hafi verið óhagstæð. Það er mjög mikilvægt að muna það að fyrir ekki svo löngu vorum við að horfa á verðbólgu sem var að mælast á bilinu átta til tíu prósent. Núna erum við að horfa á verðbólgu, án húsnæðisliðarins, sem er að mælast rúm fjögur prósent. Það er alveg gríðarlega mikilvæg þróun og breyting sem hefur átt sér stað á einu ári. Það er þess vegna ekki rétt að halda því fram að fyrirtæki landsins séu ekki að taka þátt í þessu mikilvæga verkefni, að ná niður verðbólgu og skapa skilyrði til vaxtalækkunar,"
20242602540,"Frá okkar bæjardyrum séð er augljóst að vaxtalækkunarferillinn hefst, það er ekki spurning um hvort heldur hvenær. Við vitum það öll að núverandi stýrivextir standa fjárfestingum í framtíðarverðmætasköpun fyrir þrifum og draga líka þrótt úr íslenskum hlutabréfamarkaði."
20242602540,"Þessi verðbólgumæling og þessi staða sem birtist okkur hvað varðar húsnæðisliðinn, hún sýnir hversu staðan er alvarleg hvað þetta varðar. Við vitum það að hlutfall heildarútgjalda heimilanna, sem er að fara í húsnæðisliðinn, það hefur hækkað um helming frá síðustu aldamótum. Við sjáum líka að raunverð húsnæðis hefur rúmlega tvöfaldast síðasta áratuginn."
20242602546,"Þetta kom mér verulega á óvart, og í raun finnst mér ekki mikill sómi að þessari framgöngu. Ég verð að segja það eins og er,"
20242602546,Maður er náttúrulega mannlegur og maður tekur ýmislegt á sig og ber sig vel. En ég hef áttað mig á því í framhaldi af öllu þessu hvaða álag það hefur verið að vera í þrjú ár sífellt með hugann við það hvort börnin manns séu örugg heima hjá sér.
20242602546,"Ég reyndar held að þetta hafi allt verið mjög hófstillt og ekki tilefni til þessara viðbragða ríkissaksóknara yfir höfuð. En maður hefði nú svosem alveg getað orðað hlutina aðeins öðruvísi, það er eins og alltaf, maður er bara mannlegur. En ég vil taka fram að ég tel ekki að ég hafi farið yfir nein strik,"
20242602560,Konan er augljóslega ekki heil á geði og er til alls líkleg. Ætla starfsmenn [Barnaverndar] að hafa það á samviskunni að hafa fullyrt að drengnum sé ekki hætta búin hjá móður og finna hann svo látinn!
20242602560,"…móður sem fullyrða má að er ekki andlega heilbrigð miðað við gögn málsins,"
20242602589,"Um nokkur tilvik var að ræða sem náðu aftur til ársins 2017. Ríkissaksóknari telur sér ekki heimilt að upplýsa nánar um þetta. Þá skal einnig tekið fram að kærur tiltekinna samtaka voru ekki ákvörðunarástæða fyrir framsendingu máls Helga Magnúsar til dómsmálaráðherra nú né heldur þegar ríkissaksóknari áminnti Helga Magnús,"
20242602589,"Ríkissaksóknari vill losna við vararíkissaksóknara. Bæði eru embættismenn skipuð ótímabundið af dómsmálaráðherra. Ríkissaksóknari áminnti vararíkissaksóknara fyrir tveimur árum. Ekki verður í fljótubragði séð hvaðan ríkissaksóknara kom vald til að áminna vararíkissaksóknara,"
20242602589,"Dómsmálaráðherra hefur ekki svo vitað sé áminnt vararíkissaksóknara, sem starfs síns vegna hefur ásamt fjölskyldu sinni mátt þola líflátshótanir, frá einstaklingi sem ríkið hefur veitt vernd. Vonandi má vararíkissaksóknari greina frá líflátshótunum og frá hverjum þær stafa án þess að eiga á hættu að missa starf sitt."
20242602596,"Breiðablik er ekki búið að fá á sig mark í síðustu fjórum leikjum en hafa verið að harka inn úrslitum síðustu leiki. Skora í lokin, sem er kannski breyting frá því í fyrri hluta móts þar sem manni fannst Breiðablik vinna alla leiki 3-0. Á meðan Valur er að leka inn mörkum hér og þar, þannig að þetta verður áhugaverð barátta,"
20242602596,"Ég held að það verði ekki mikið af mörkum því þessi lið fá ekkert mikið af mörkum á sig. Ég held að Valur taki þetta 2-1,"
20242602615,"Já það hefur skapast svolítil óeirð af því að fólk er vant sinni rútínu, og það vill bara fá sínar fréttir klukkan sjö,"
20242602615,"Þetta er kannski fólk sem er ekki með besta skammtímaminnið, en maður þarf að minna þau á það á nokkurra mínútna fresti af hverju fréttirnar eru ekki klukkan sjö,"
20242602615,"Þetta er hápunktur dagsins hjá nokkrum íbúum að horfa á kvöldfréttir,"
20242602615,"Og þá þarf maður að útskýra það aftur og aftur af hverju fréttirnar eru ekki klukkan sjö, og sumir strunsa út úr stofunni í fýlu."
20242602615,"Maður stendur bara þarna einn með fjarstýringuna og það er mikil ábyrgð sem fylgir því. Ég hef mikið vald, ég er með þessa fjarstýringu og þarf að reyna þóknast öllum, og get það bara alls ekki,"
20242602615,"Nei því það er ekki RÚV. Þau vilja mörg bara RÚV, það er ekkert flóknara en það,"
20242602615,Bankar og fjölmiðlar gera allir ráð fyrir því að við séum öll mjög tæknivædd og koma illa fram við elsta hópinn.
20242602615,"Fyrir hönd [móður minnar] langar mig að hvetja RÚV til að færa þessar íþróttir yfir á RÚV 2 og hafa eitthvað almennilegt fyrir þau sem þurfa á efninu að halda,"
20242602618,"Hann hafði hrokkið úr gír, var ekki í handbremsu,"
20242602618,"Hann rann fram af veginum, fram af einhverjum kletti og ofan í fjöru. Það fór allt á hliðina þar."
20242602619,"Í fullri hreinskilni, þá hata ég þetta,"
20242602619,"Ég var á sterum vegna bólgu, ég er með bótox. Það er allt og sumt. Látið mig í friði."
20242602625,"Ég vil þakka Arnari Má og Georgi fyrir þeirra framlag á undanförnum árum og óska þeim alls hins besta. Andri Geir býr yfir mikilvægri reynslu af flugrekstri Play og hefur verið algjör lykilmaður í félaginu frá stofnun. Flugrekstrarsviðið verður því í góðum höndum með Andra Geir í fararbroddi. Fram undan eru spennandi tímar hjá Play, þar sem nýtt úrvalsteymi stjórnenda mun leiða félagið áfram til enn frekari árangurs,"
20242602634,"Sem er bara eðlilegt. Þeir vilja ekki númerslausa bíla. Þannig að ég fór á stúfana en þá kom í ljós að númerin höfðu glatast, því hann var á einkanúmerum áður þannig að ég pantaði númer. Miðinn sagði að ég hefði frest til 24. júlí til að kippa þessu í liðinn."
20242602634,Hún fer út og reynir sitt besta til að ræða við þennan bílstjóra sem var lítið annað en dónaskapurinn. En það verður úr að ég tala við þennan bílstjóra. Hún ákvað að fara í ruslageymsluna og grafa þar eftir miðanum sem hafði verið á bílnum. Því hann hafði lekið niður í rigningunni.
20242602634,"En það var sama sagan. Það var eins og hann væri ekki að trúa henni. Ég talaði líka við hann en það var alveg sama sagan. Það var bara eins og okkur kæmi þetta ekki við. Þannig að ég hringi í Vöku, var orðinn frekar pirraður, ég skal alveg viðurkenna það, þar er það sama. Snúið í og úr. Og bent á annað sem endaði með því að þeir kenndu bílstjóranum um, hann hefði farið fram úr sér. Ég var orðinn illur, þeir skyldu ekki voga sér að taka bílinn. Ég væri á leiðinni heim."
20242602634,Ég setti stórt blað í gluggann þar sem ég sagði þeim að bíllinn væri tryggður. Númerið væri í pöntun hjá Betri skoðun í Hafnarfirði og kæmi fyrir helgina. Samt líma þeir aftur á hann 24. og þá var mér gefinn frestur til 16. ágúst. Látum það liggja á milli hluta. Ég setti númerin í mælaborðið og þar voru þau og eru.
20242602634,Og svo sé ég á miðvikudag að Vaka er mætt til að hirða gráa bílinn og trúlega búin að taka þann rauða því hann var horfinn. Samt var frestur til sjötta!
20242602634,"Ég ætla að gerast svo grófur að krefjast þess að Vaka og borgin gefi út, segjum síðustu þrjú árin, hversu margir bílar hafi verið dregnir í burtu áður en frestur rann út? Því til einhvers er hann settur."
20242602634,"Það er þarna erlendur starfsmaður hjá mér, sem hefur verið í nokkur ár og sá hefur verið lengi á Íslandi, sem þarna fékk yfirhalningu sem hann átti ekki skilið."
20242602634,"Kannski margbúið að eltast við þá og löngu síðar er allt komið á hvolf. Við erum að leita að fólki á samfélagsmiðlum, þjóðskrá, út um allt, til að finna einhverja lausn. Okkur ber engin skylda til þess. Eina sem við eigum að gera er að senda ábyrgðarbréf þess efnis að búið sé að taka bílinn. Maður veltir því fyrir sér hvers vegna maður er að standa í þessu því oft eru þetta alvarlegar hótanir sem fylgja."
20242602634,Ef ég þekki það mál rétt. Þarna var Subaru skráður til úrvinnslu. Maðurinn kom og tók einhverja varahluti eins og svo oft áður. Við reynum að leysa vandamálin með því að finna fólk strax svo ekki safnist upp kostnaður. Lögheimili eru til dæmis oft ranglega skráð og þá segja þér: Af hverju sendirðu mér ekki e-mail? Þú ert rannsóknarblaðamaður. Hvar finnur maður e-mail?
20242602634,Við liggjum oft undir ámæli um að við séum ekki nógu snöggir að bragðast við og nú erum við of fljótir?! Það eru tvær hliðar á öllum svona málum.
20242602641,"Þetta eru fastakúnnar sem hafa sumir verið hjá mér í 25-30 ár og hafa jafnvel ekki farið neitt annað allan tímann. Menn eru svolítið vanafastir. Flestir viðskiptavinir hér eru frá Vesturlandi en einhverjir koma úr Reykjavík. Hér eru heimsmálin rædd,"
20242602641,"Mamma var líka hárgreiðsludama og rak Hárgreiðslustofu Fjólu hér á Akranesi. Það var ekkert annað í kortunum en að taka hér við,"
20242602641,"Það er t.d. klippt meira snöggt í dag en áður,"
20242602641,"Það er frekar ólíklegt miðað við núverandi stöðu,"
20242602642,"... Brexit er í augum undirritaðs einfaldlega stórfellt sögulegt slys, sem ábyrgðarlausir þjóðernissinnar, popúlistar og valdasjúkir menn æstu að nokkru óupplýstan almenning í, án greiningar á því, hvað þetta myndi þýða, svo og án greiningar á því, sem á eftir kynni að koma..."
20242602642,"Víða í Bretlandi finnst kjósendum, að logið hafi verið að þeim í aðdraganda þjóðaratkvæðagreiðslunnar um Brexit"
20242602642,"Þær eru alveg ótvíræðar þær breytingar, sem hafa orðið, hvað varðar alla stjórnsýslu. Ég, sem tónlistarmaður, þarf að hafa skírteini um það, að ég greiði skatta í þessu landi. Og ferli, sem tók fjórar til fimm vikur, tekur núna upp í níu mánuði"
20242602642,"Þá merkir Sigrún (tónlistarkonan) áhrif á verðlag og atvinnulíf. „Maður er að sjá fyrirtæki, sem manni þótti frekar rótgróin, loka. Verslunarhúsnæði, sem stendur autt, sem aldrei hafði gert það áður. Og svo náttúrlega það, sem maður heyrir frá fólki, sem er í einhvers konar viðskiptum, sem var með inn- eða útflutning til Evrópu, bara hversu margfalt erfiðara það er að standa í slíku. Og fólk er að gefast upp á því."
20242602642,"Og það er víðar en í Lundúnum, sem gætir gremju vegna Brexit. „Þeim var öllum talin trú um, að sjávarútvegurinn, einkum í Grimsby, yrði betur settur utan sameiginlegrar sjávarútvegsstefnu ESB. Það hafði mikil áhrif. En sjö eða átta árum síðar er það orðið að veruleika? „Nei"
20242602642,"Ég hef ekki séð það enn sem komið er. Það er ekki eitthvað, sem ég hef orðið vör við. Og svo sannarlega virðist ekkert jákvætt í þeirri umræðu, sem ég er hluti af."
20242602642,"Það hvernig breskum sjávarútvegi var fórnað, þegar Bretland gekk í forvera ESB árið 1973, hefur varpað dökkum skugga á aðild landsins að sambandinu síðan. Því mun það án efa skipta miklu máli, hvernig fjallað verður um sjávarútvegsmálin í komandi Brexit-viðræðum bresku ríkisstjórnarinnar og ESB, þegar sagan skoðar hversu árangursrík útganga úr ESB var í raun og veru"
20242602642,"Vilja menn þá sérhagsmunagæzlu og það spillingar- og klíkuveldi, sem núverandi stjórnarfar og króna leyfa?"
20242602642,Það er víst hægt að semja um aðildarskilmála! Mörg dæmi sanna það
20242602642,"Verða rangfærslur að sannleika, ef þær eru endurteknar nógu oft!?"
20242602648,"Skólasamfélagið syrgir saman og stendur með öðrum íbúum í Southport. Blessuð sé minning Bebe,"
20242602648,"Haltu áfram að brosa og dansa eins og þú elskar að gera prinsessan okkar. Einsog við höfum svo oft sagt þér þá ertu prinsessan okkar og engin getur breytt því. Við elskum þig, hetjuna okkar. Mamma og pabbi,"
20242602653,"Mér fannst fyrri hálfleikur góður og við sköpuðum færi sem skilaði tveimur flottum mörkum. Mér fannst markið sem við fengum á okkur rétt fyrir hálfleik vera vonbrigði,"
20242602653,Í seinni hálfleik fengum við færi til að skora þriðja markið sem við nýttum ekki og Þróttur kom til baka og vann leikinn. Þetta var svekkjandi og það er alltaf slæmt að glutra niður tveggja marka forystu.
20242602653,"Við hefðum átt að gera betur þar. Ég veit ekki hvort þær töluðu ekki nógu mikið saman eða voru ekki nógu einbeittar. Þær gerðu einnig breytingar sem skilaði sér en við hefðum átt að gera betur í mörkunum sem við fengum á okkur,"
20242602679,"Tilefnið af þessu öllu saman voru fyrirspurnir fjölmiðla um hvaða áhrif það hefði á líðan mína og minnar fjölskyldu að þessi maður væri ekki lengur á götum borgarinnar,"
20242602679,"Maður er náttúrulega mannlegur og maður tekur ýmislegt á sig og ber sig vel. En ég hef áttað mig á því í framhaldi af öllu þessu hvaða álag það hefur verið að vera í þrjú ár sífellt með hugann við það hvort börnin manns séu örugg heima hjá sér. Hvort einhvert klikk sem kemur í símann, þegar myndavélarnar sem ég setti upp á húsið nema einhverja hreyfingu, hvort sú hreyfing sé þessi maður kominn til að vinna einhver illvirki,"
20242602679,"Maður á náttúrulega ekkert dýrmætara en börnin sín og gerir allt til að vernda þau. Það verður allt heiðarlegt og gott fólk að skilja það að ef maður er í þessari aðstöðu sem ég er, þá kann að vera að álagið sjáist stundum á manni, án þess að maður geri sér grein fyrir því eða vilji láta það hafa áhrif. En maður er ekki bara fagmaður og lögfræðingur, maður er líka ábyrgur fyrir börnunum og fjölskyldunni og á sitt persónulega líf utan við starfið."
20242602679,"Hvorki í að það væri skilningur á þessu ástandi, né þá að það væri kannski einhver hluti af því sem hefur verið til umfjöllunar upp á síðkastið afleiðing af þessu ástandi sem er búið að vara í þennan tíma,"
20242602679,"Ég reyndar held að þetta hafi allt verið mjög hófstillt og ekki tilefni til þessara viðbragða ríkissaksóknara yfir höfuð. En maður hefði nú svosem alveg getað orðað hlutina aðeins öðruvísi, það er eins og alltaf, maður er bara mannlegur. En ég vil taka fram að ég tel ekki að ég hafi farið yfir nein strik."
20242602679,"Þessi nefndi maður, Kourani, ég er auðvitað vanhæfur í öllum hans málum og hef verið frá því hann byrjaði að hóta mér. Það liggur fyrir og hefur ekkert með mig að gera. Það er bara vegna þess að ég hef verið andlag hans brota."
20242602679,"Það má kannski til sanns vegar færa, en þetta sem við erum að ræða sneri nú ekki bara að starfi mínu. Heldur að mér persónulega, mínu persónulega lífi, barnanna minna og öryggi fjölskyldunnar. Það er mikil einföldun að líta svo á að það sé bara hluti af starfsskyldum mínum,"
20242602679,"Ég hafði ekki fengið símtal né heyrt nokkurn skapaðan hlut áður en þetta gerðist. Ég fékk líka annan tölvupóst sem var tímasettur um fjórum mínútum síðar, þar sem samstarfsfólki mínu var tilkynnt um þetta sama. Ég las þessa pósta um klukkutíma eftir að þeir voru sendir, þannig að samstarfsfólk mitt var búið að sjá þessi skilaboð áður en ég sá þau, allavega þeir sem voru staddir við tölvu,"
20242602679,"Í rauninni finnst mér nú ekki mikill sómi að þessari framgöngu, ég verð að segja það eins og er."
20242602679,Engin viðbrögð þaðan. Ég hef fengið heilmikil viðbrögð annars staðar frá.
20242602679,Auðvitað ljúga þeir. Flestir koma í von um meiri pening og betra líf. Hver lýgur sér ekki til bjargar? Þar fyrir utan er einhver skortur á hommum á Íslandi?
20242602679,"Það var af svipuðum meiði og þetta upphlaup núna. Samstarf okkar að mínu viti hefur verið ágætt, þess vegna kom þetta mér á óvart, þetta útspil."
20242602679,"Dómsmálaráðherra veitir þetta starf, en ekki [Sigríður]. Það er kannski vert að hafa það í huga þegar rætt er um þessa áminningu. Ég hefði þá haldið að það væri dómsmálaráðherra sem ætti að veita þessa áminningu, því það er hún sem veitir starfið."
20242602679,Það sem Sigríður setur fram er bara ósk til ráðherra. Ég treysti því að ráðherrann sjái hvernig er í pottinn búið. Ég hef ekki reynt hana af öðru en að vera vel gerð og skynsöm manneskja. Að hún fari ekki að fara út í þessa vegferð sem Sigríður er að reyna að fá hana til að fara.
20242602682,Við höfum það að markmiði að tryggja umferðaröryggi og að það sé sem best. Þessi skilti eru til þess fallin að draga athygli frá akstrinum ef að ökumaðurinn lítur af því sem hann er að fást við á auglýsingaskilti þá getur það valdið auka hættu í umferðinni og það er eitthvað sem við höfum áhyggjur af.
20242602682,"Það er fyrst og fremst í raunu skilti sem hafa mikinn ljóma. Það er að segja lýsingin er mjög sterk, birtan er mjög sterk. Eins líka ef það er mikið af hreyfimyndum og ef það eru ör skipti á skiltunum. Það er það sem er verst, alverst."
20242602682,"Það er hægt að lifa með auglýsingaskiltum sem trufla minnst þar sem minnst annað er um að vera en alls ekki þar sem eru margir vegfarendur, hópar sem eru að mætast, gatnamót eða slíkt. Það er bara mjög óæskilegt."
20242602682,Stundum eru þessi skilti það langt fyrir utan sjónsviðið að þú ert ekki nálægt því að horfa á það sem er að gerast á veginum. Þannig það er mjög ógnvænlegt.
20242602684,"Ég lá á grúfu til að meta sjónlínu hans. Það sem ég sá fékk mig til að skammast mín. Sem maður sem hefur gert löggæslu að lífibrauði sínu og með 25 ára reynslu úr öryggisþjónustunni, þá hreinlega get ég ekki borið varnir fyrir það að þetta þak hafi ekki verið betur varið."
20242602684,Ég þarf ekki að bíða eftir öllum mögulegum gögnum til þess að geta lagt mat á það sem fór úrskeiðis þennan dag.
20242602700,"Ég fékk í rauninni tilkynningu í símann um að þjófavarnarkerfið væri farið í gang og kíkti síðan nánar á það og sá að einhver var að skríða inn um hana,"
20242602700,"Hann hefur örugglega skorið sig við að hoppa yfir þessa brotnu rúðu. En við sáum samt ekkert blóð, sem var furðulegt,"
20242602700,"Þetta er svolítið pirrandi, og virðist eiginlega vera partur af því að reka verslun á Íslandi í dag. Það er mikið um svona rugl,"
20242602715,Mér finnst alltaf eins og það sé verið að svindla á mér í þessum leik. Þið eruð ekki sanngjarnir við mig. Vonandi verður leikurinn einhverju sinni sanngjarn en hann er það ekki.
20242602718,"Það brann allt þarna sem brunnið gat,"
20242602718,"Þetta gerist mjög hratt, svona hjólhýsi fuðra bara upp. Efnið í þessu er bara þannig. Það er bara mildi að hjólhýsið var ágætlega staðsett með tilliti til bygginga og gróðurs."
20242602720,"Þar sem hér er um að ræða starfsmannamál hjá embætti æðsta handhafa ákæruvalds í landinu og erindið er til athugunar hjá dómsmálaráðuneytinu, er ekki við hæfi að ráðherra eða starfsmenn ráðuneytisins tjái sig um málið á meðan á málsmeðferð stendur,"
20242602726,"Varðandi eldgosið held ég að það sé bara á næstu grösum,"
20242602726,"Það eru miklu meiri líkur á að það komi upp á þeim stað sem það er búið að koma upp í næstum öllum gosunum, að einu undanteknu,"
20242602726,"Nei, ekki það mikið svo lengi sem við erum ekki að hleypa fólki inn á gígsvæðið þar sem hefur verið að gjósa. Þá skiptir það í rauninni engu máli,"
20242602726,Við munum hafa nægan tíma til að bregðast við ef við þurfum að bregðast við.
20242602747,"Slökkvistarf stendur ennþá yfir. Það er búið að slökkva í mannskapshúsinu en það þarf að vakta þetta svolítið vel af því að það eru olíuefni og annað í þessu, til að varna því að það kvikni í vagninum,"
20242602755,Það breyttist ekkert eftir að við lentum 0-2 undir. Þetta var slakt í fyrri hálfleik þar sem það var lítið flæði og lítið um hreyfingar. Við nýttum hálfleikinn vel og við fórum að spila út í breiddina og þar kom breytingin og við herjuðum á þær.
20242602755,"Það var merkilegt að við skoruðum sennilega úr verstu færunum okkar frekar en þeim bestu en það skipti ekki máli. Mér fannst hugarfarið frábært en það breyttist þar sem það var slakt í fyrri hálfleik en mjög gott í seinni hálfleik,"
20242602755,Ég ætla að taka Wenger á þetta og segjast ekki hafa séð þetta en það sem ég sá fannst mér mjög þunnt og mér fannst línan í leiknum ekki góð.
