utterance, prediction, true label
Infer sentiment regarding the aspect: diskar. Snippet: Frá erbazzone emiliana til mostarda á ostadisknum, réttirnir á þessum veitingastað eru allir meðhöndlaðir af nákvæmni., positive, positive
Infer sentiment regarding the aspect: steikt pönnukaka borin fram með stingandi karrýsósu. Snippet: Virðingin til Indlands kemur best fram í hinum ljúffenga roti canai forrétti, steiktri pönnuköku sem borin er fram með oddhvassri karrýsósu, en mangókjúklingurinn býður upp á furðu fágaðan, ferskan bragð af sætu og súrri., positive, positive
Infer sentiment regarding the aspect: Ég er majónes. Snippet: Flestar samlokurnar eru búnar til með sojamajónesi sem er reyndar frekar gott., positive, positive
Infer sentiment regarding the aspect: Grafísk hönnun. Snippet: Ég keypti það til sonar míns sem notar það fyrir grafíska hönnun., positive, neutral
Infer sentiment regarding the aspect: fjórðu kynslóð Haswell CPU. Snippet: Þessi útgáfa af MacBook Pro keyrir á þriðju kynslóðar örgjörva (&quot;Ivy Bridge&quot;), ekki nýjustu fjórðu kynslóð Haswell örgjörva sem 2013 útgáfan hefur., neutral, neutral
Infer sentiment regarding the aspect: reikning. Snippet: Matargerð er skilgreind sem asísk samruna - stenst ekki reikninginn., negative, negative
Infer sentiment regarding the aspect: mozzarella stangir. Snippet: Tvær kvartanir - forréttaúrvalið þeirra lyktar, það væri gaman að fá mozzarellastangir á matseðilinn., positive, neutral
Infer sentiment regarding the aspect: frjálslegur hádegisverður. Snippet: Ég hef komið hingað í afslappaðan hádegisverð sem og í afmæli vinkonu og ég hef alltaf gaman af., positive, neutral
Infer sentiment regarding the aspect: heimabakað pasta. Snippet: Þeir eru með heimabakað pasta af öllum gerðum -- ég mæli með gnocchi -- namm!, positive, positive
Infer sentiment regarding the aspect: Eldri forrit. Snippet: Reyndar nota ég enn mörg Legacy forrit (Appleworks, FileMaker Pro, Quicken, Photoshop osfrv)!, negative, neutral
Infer sentiment regarding the aspect: rafmagns millistykki. Snippet: Rafmagnsstungan verður að vera tengd við straumbreytinn til að hlaða rafhlöðuna en hún verður ekki tengd., neutral, neutral
Infer sentiment regarding the aspect: aspas. Snippet: Við byrjuðum á hörpuskel og aspas og fengum líka mjúkskeljakrabbann sem og ostadiskinn., positive, neutral
Infer sentiment regarding the aspect: þjónustu. Snippet: Satay er einn af þessum uppáhalds stöðum í Washington þar sem þjónustan og maturinn er alltaf á peningunum., positive, positive
Infer sentiment regarding the aspect: OSX. Snippet: Hins vegar get ég vísað því á bug að OSX sé &quot;FAST&quot;., negative, negative
Infer sentiment regarding the aspect: kokteilstund. Snippet: en filet mignon var alls ekki mjög góður kokkteiltími inniheldur ókeypis forrétti (gott úrval af sushi)., positive, positive
Infer sentiment regarding the aspect: sjáðu. Snippet: Í stuttu máli greinir The Black Sheep sig frá kráhjörðinni í Midtown með útliti sem er blanda af sportbar-butch og skrautlegum kitsch., positive, negative
Infer sentiment regarding the aspect: start valmynd. Snippet: Ef þú byrjar lengst til hægri og flettir til vinstri kemur upphafsvalmyndin sjálfkrafa upp., positive, neutral
Infer sentiment regarding the aspect: sveigjanleika. Snippet: Það hefur nóg minni og hraða til að reka fyrirtæki mitt með öllum þeim sveigjanleika sem fylgir fartölvu., positive, positive
Infer sentiment regarding the aspect: drykki. Snippet: Þó að það sé ágætis matseðill, ætti það ekki að taka tíu mínútur að fá drykkina þína og 45 fyrir eftirréttspizzu., negative, neutral
Infer sentiment regarding the aspect: kjúklingur parmesan. Snippet: Meðal forrétta eru klassík eins og lasagna, fettuccine Alfredo og kjúklingur parmigiana., positive, neutral
Infer sentiment regarding the aspect: margsnertibendingar. Snippet: Allt frá hraðanum til fjölsnertihreyfingarinnar slær þetta stýrikerfi auðveldlega við Windows., neutral, positive
Infer sentiment regarding the aspect: matseðill. Snippet: Tvær kvartanir - forréttaúrvalið þeirra lyktar, það væri gaman að fá mozzarellastangir á matseðilinn., positive, negative
Infer sentiment regarding the aspect: harður diskur. Snippet: Þegar öllu var á botninn hvolft notaði ég í rauninni þennan $450 sparnað til að kaupa 16GB af vinnsluminni, TVEIR Seagate Momentus XT blendingsdrif og OWC uppfærslusett til að setja upp seinni harða diskinn., positive, neutral
Infer sentiment regarding the aspect: tækniaðstoð. Snippet: svo ég hringdi í tækniaðstoð., positive, neutral
Infer sentiment regarding the aspect: þráðlaust lyklaborð / mús. Snippet: MAC Mini, þráðlaust lyklaborð / mús og HDMI snúru er allt sem ég þarf til að fá alvöru vinnu., positive, neutral
Infer sentiment regarding the aspect: tónlist. Snippet: Það er kertaljós og tónlist., positive, neutral
Infer sentiment regarding the aspect: Mini form factor. Snippet: Mér líkar við iTunes, augljóst öryggi, Mini formfaktorinn, allt flotta grafíkdótið., positive, positive
Infer sentiment regarding the aspect: setustofa. Snippet: Eftir matinn heyrði ég tónlist og uppgötvaði að það er setustofa á neðri hæðinni., positive, neutral
Infer sentiment regarding the aspect: ferskt salsa. Snippet: Guacið er ferskt en bragðlaust, okkur finnst gott að bæta fersku salsa út í það., positive, neutral
Infer sentiment regarding the aspect: chili áritað matvæli. Snippet: Varist chili undirritaða matvæli ekki nema þú viljir hringja í slökkviliðið til að slökkva eldinn í munni þínum., negative, negative
Infer sentiment regarding the aspect: mat. Snippet: Þjónustustúlkan okkar hafði greinilega aldrei prófað neitt af matnum og það var enginn sem mælti með víni., neutral, neutral
Infer sentiment regarding the aspect: starfsfólk. Snippet: Eigandinn og starfsfólkið leggja sig fram um að láta þér líða vel., positive, positive
Infer sentiment regarding the aspect: matseðill. Snippet: Þykkar kartöflur, kjötmikið chili og fylltar bakaðar kartöflur fullkomna matseðil sem inniheldur flott, ofurþykkt súkkulaði Frosty., positive, neutral
Infer sentiment regarding the aspect: kokkur. Snippet: Jafnvel þegar kokkurinn er ekki í húsinu er maturinn og þjónustan rétt á miðunum., positive, neutral
Infer sentiment regarding the aspect: Radeon HD 6750M 512MB skjákort. Snippet: Eins og nýtt ástand iMac MC309LL/A á Amazon er aðeins á $900+ stigi og það er Quad-Core 2,5 GHz örgjörvi (svipað og $799 Mini), með Radeon HD 6750M 512MB skjákorti (þessi lítill er samþætt Intel 4000 kort), og það kemur meira að segja með þráðlausu Apple lyklaborði og mús, allt sett saman í snyrtilegum og fallegum pakka., positive, neutral
Infer sentiment regarding the aspect: bíddu. Snippet: Myndirðu einhvern tíma trúa því að þegar þú kvartar yfir klukkutíma bið, þegar þeir segja þér að það verði 20-30 mínútur, segi framkvæmdastjórinn barþjóninum að hella niður drykkjunum sem þú varst að borga fyrir?, negative, negative
Infer sentiment regarding the aspect: Þjónustudeild Apple. Snippet: Ég þurfti að fá Apple þjónustuver til að leiðrétta vandamálið., positive, neutral
Infer sentiment regarding the aspect: verð. Snippet: Maturinn var svo sannarlega góður, en þegar öllu var á botninn hvolft gat ég bara ekki réttlætt það fyrir verðið (að meðtöldum 2 drykkjum, $100 á mann)..., negativ, negative
Infer sentiment regarding the aspect: verð. Snippet: Verðið er 200 dollara niður., negative, positive
Infer sentiment regarding the aspect: uppsetningardiskur (DVD). Snippet: Enginn uppsetningardiskur (DVD) fylgir með., negative, neutral
Infer sentiment regarding the aspect: framlengingarsnúra. Snippet: Þessi mac kemur með framlengingarsnúru og ég er að nota mína núna og vona að snúran haldist fín í mörg ár sem ég ætla að nota þennan mac., positive, neutral
Infer sentiment regarding the aspect: forréttir. Snippet: Pizzur voru frábærar auk forrétta og aðalrétta., positive, positive
Infer sentiment regarding the aspect: vaknar. Snippet: Það vaknar á innan við sekúndu þegar ég opna lokið., positive, positive
Infer sentiment regarding the aspect: kavíar-toppuð styrja. Snippet: Nýjungar eru alveg eins öruggar, allt frá einföldu Carinthia osta ravioli með villisveppum til kavíar-toppsins, fallega samsett við skærgræna spínat-vodka sósu., positive, positive
Infer sentiment regarding the aspect: umsókn. Snippet: Hins vegar var reynslan frábær þar sem stýrikerfið verður ekki óstöðugt og forritið mun einfaldlega lokast og opnast aftur., positive, positive
Infer sentiment regarding the aspect: þjónustustúlka. Snippet: Hvað geturðu sagt um stað þar sem þjónustustúlkan dregur fram rangan aðalrétt, ræðst síðan munnlega á 80 ára gamla ömmu þína og gefur henni vör um að senda það til baka (sem hún gerði kurteislega, við the vegur)., negative, negative
Infer sentiment regarding the aspect: kennsluefni. Snippet: Mér líkar við Mini Mac það var auðvelt að setja upp og setja upp, en ég er að læra á meðan ég fer og gæti notað kennslu til að læra hvernig á að nota suma eiginleikana sem ég var að nota í tölvunni, sérstaklega hægri músarvalmyndina., neutral, neutral
Infer sentiment regarding the aspect: lyklaborð. Snippet: Ég þurfti að kaupa þráðlausa mús til að fylgja henni, þar sem ég er gamall skóla og hata púðann, en vissi að áður en ég keypti hana, núna virkar hún frábærlega, þarf að laga mig að lyklaborðinu, þar sem ég er vanur a stærri og dúndrandi., neutral, neutral
Infer sentiment regarding the aspect: mat. Snippet: Og maturinn, jæja maturinn mun láta þig koma aftur., positive, positive
Infer sentiment regarding the aspect: fyrirvara. Snippet: Veitingastaðurinn var alveg tómur, en hún leit á mig skítugan svip og spurði, engar fyrirvara?, negative, neutral
Infer sentiment regarding the aspect: quesedilla. Snippet: Óheppilega konan við hliðina á okkur hélt að hún hefði pantað salat (þar á meðal að biðja um salatdressingu) og fékk í staðinn quesedilla., negative, neutral
Infer sentiment regarding the aspect: eiginleikar. Snippet: Mér líkar við Mini Mac það var auðvelt að setja upp og setja upp, en ég er að læra eins og ég fer og gæti notað kennslu til að læra hvernig á að nota suma eiginleikana sem ég var að nota í tölvunni, sérstaklega hægri músarvalmyndina., neutral, neutral
Infer sentiment regarding the aspect: framkvæmdastjóri. Snippet: Framkvæmdastjórinn sagði okkur svo að við gætum pantað af hvaða matseðli sem við vildum en á þeim tíma vorum við orðin svo pirruð á þjóninum og veitingahúsinu að við leyfðum og fórum eitthvað annað., neutral, neutral
Infer sentiment regarding the aspect: loki. Snippet: Það vaknar á innan við sekúndu þegar ég opna lokið., positive, neutral
Infer sentiment regarding the aspect: snjóljón. Snippet: Það er svo gaman að rafhlaðan endist svona lengi og þessi vél er með snjóljónið!, positive, positive
Infer sentiment regarding the aspect: ytri hljóðnema. Snippet: Ég hef aldrei prófað neina ytri hljóðnema með þessum iMac., neutral, neutral
Infer sentiment regarding the aspect: kostnaður við eignarhald. Snippet: Þegar þú skoðar Mac skaltu líta á heildarkostnað við eignarhald en ekki bara upphaflega verðmiðann., positive, neutral
Infer sentiment regarding the aspect: heyrnartól. Snippet: Hljóðið eins og fyrr segir er ekki það besta, en það er hægt að leysa það með heyrnartólum., positive, neutral
Infer sentiment regarding the aspect: Grill. Snippet: Best er að panta af grillinu (Churrasco og rif)., positive, positive
Infer sentiment regarding the aspect: þjónn. Snippet: Það var aðeins einn þjónn fyrir allan veitingastaðinn uppi., negative, neutral
Infer sentiment regarding the aspect: lasagna. Snippet: Meðal forrétta eru klassík eins og lasagna, fettuccine Alfredo og kjúklingur parmigiana., positive, neutral
Infer sentiment regarding the aspect: Mavericks. Snippet: OSX Mountain Lion mun bráðlega uppfæra í Mavericks., positive, neutral
Infer sentiment regarding the aspect: hamborgari. Snippet: Vinkona mín fékk sér hamborgara og ég fékk mér þessar dásamlegu bláberjapönnukökur., positive, neutral
Infer sentiment regarding the aspect: sósuvagn. Snippet: Þeir koma með sósuvagn upp á borðið þitt og bjóða þér allt að 7 eða 8 úrval af sósum fyrir steikina þína (ég prófaði þær ALLAR)., positive, neutral
Infer sentiment regarding the aspect: vín. Snippet: Þjónustustúlkan okkar hafði greinilega aldrei prófað neitt af matnum og það var enginn sem mælti með neinu víni., neutral, neutral
Infer sentiment regarding the aspect: eldhús. Snippet: Eftir að hafa beðið í næstum klukkutíma sagði þjónninn okkur snögglega að hann hefði gleymt að panta eldhúsið okkar., neutral, neutral
Infer sentiment regarding the aspect: sushi. Snippet: Við báðum um að þeir sneru sushiið aftur og það var skilað til okkar í litlum ostalíkum teningum., positive, negative
Infer sentiment regarding the aspect: úrval af sósum. Snippet: Þeir koma með sósuvagn upp á borðið þitt og bjóða þér allt að 7 eða 8 úrval af sósum fyrir steikina þína (ég prófaði þær ALLAR)., positive, positive
Infer sentiment regarding the aspect: drykki. Snippet: Maturinn var svo sannarlega góður, en þegar öllu var á botninn hvolft gat ég bara ekki réttlætt það fyrir verðið (að meðtöldum 2 drykkjum, $100 á mann)..., negative, neutral
Infer sentiment regarding the aspect: afköst og eiginleikar vélbúnaðarins. Snippet: Þess í stað mun ég einbeita mér meira að raunverulegri frammistöðu og eiginleikum vélbúnaðarins sjálfs svo þú getir tekið upplýsta ákvörðun um hvaða Mac þú átt að kaupa., positive, neutral
Infer sentiment regarding the aspect: uppfærðu hrútinn. Snippet: Ég mun uppfæra hrútinn sjálfur (vegna þess að með þessari gerð geturðu gert það) síðar., positive, positive
Infer sentiment regarding the aspect: verð. Snippet: Þú getur borðað sælkeramat á skyndibitaverði., positive, positive
Infer sentiment regarding the aspect: kostnaður. Snippet: Þjónustan var frekar léleg út um allt, maturinn var langt undir meðallagi miðað við kostnað og fyrir utan er brjálaður rassmaður sem áreitir alla viðskiptavini sem yfirgefa staðinn., negative, negative
Infer sentiment regarding the aspect: escargot. Snippet: Óaðlaðandi lýsingin varð til þess að ég langaði til að kýla, maturinn var of dýrur, það var hræðilegasta diskópoppdúett sem kom fram - og escargotið mitt leit út fyrir að skríða af disknum., negative, negative
Infer sentiment regarding the aspect: grænmetisdiskar. Snippet: Dieters halda sig við salöt eða láta undan grænmetisréttum., positive, positive
Infer sentiment regarding the aspect: kostnaður. Snippet: hraður, frábær skjár, falleg öpp fyrir fartölvu; verð á 1100 á Apple vefsíðunni; Amazon var með það fyrir 1098+ skatta - auk þess sem ég var með 10% afsláttarmiða frá Amazon-kostaði mig 998 plús skatta- 1070- OTD!, positive, neutral
Infer sentiment regarding the aspect: Buffalo Chicken Kickers. Snippet: Búðu til máltíð með hliðarpöntunum eins og Amazin&#39; Greens salötum, Buffalo Chicken Kickers og Cinna Stix., positive, neutral
Infer sentiment regarding the aspect: Grillaður kjúklingur. Snippet: Ég fékk mér steiktan kjúkling og salat., positive, neutral
Infer sentiment regarding the aspect: MagSafe höfn. Snippet: Önnur tengi eru FireWire 800, Gigabit Ethernet, MagSafe tengi, hljóðnematengi., positive, neutral
Infer sentiment regarding the aspect: hirðabaka. Snippet: “ Á matseðlinum eru kráarréttir - hamborgarar, steikur og smalabaka - og jafnvel portabella lasagna fyrir þá svörtu sauði sem kallast &quot;grænmetisætur&quot;., positive, neutral
Infer sentiment regarding the aspect: sneiðar. Snippet: Sömuleiðis ef þér líkar við mjög þunna skorpu eða mjög stórar sneiðar, þá er Nick og Joe kannski ekki í uppáhaldi hjá þér., negative, negative
Infer sentiment regarding the aspect: verð. Snippet: Ég get skilið verðið ef það þjónaði betri mat, eins og sumir kínverskir veitingastaðir í miðbænum / miðbænum., positive, negative
Infer sentiment regarding the aspect: mat. Snippet: Og maturinn, maturinn mun láta þig koma aftur., positive, positive
Infer sentiment regarding the aspect: fettuccine Alfredo. Snippet: Meðal forrétta eru klassík eins og lasagna, fettuccine Alfredo og kjúklingur parmigiana., positive, neutral
Infer sentiment regarding the aspect: gildi. Snippet: en fyrir verðmætið var þetta frábær staður á viðráðanlegu verði til að njóta skemmtilegrar nætur með litlum hópi., positive, positive
Infer sentiment regarding the aspect: bragði. Snippet: Það var gott, en ekkert af bragðunum WOW., neutral, neutral
Infer sentiment regarding the aspect: hliðarpantanir. Snippet: Búðu til máltíð með hliðarpöntunum eins og Amazin&#39; Greens salötum, Buffalo Chicken Kickers og Cinna Stix., positive, neutral
Infer sentiment regarding the aspect: þokkabót. Snippet: 15% þjórfé bætt sjálfkrafa við reikninginn., positive, negative
Infer sentiment regarding the aspect: rafhlaða. Snippet: Rafmagnsstungan verður að vera tengd við straumbreytinn til að hlaða rafhlöðuna en hún verður ekki tengd., negative, neutral
Infer sentiment regarding the aspect: þjónustustúlka. Snippet: þjónustustúlkurnar tvær virtust hafa verið að sjúga sítrónur., negative, negative
Infer sentiment regarding the aspect: matseðill. Snippet: Framkvæmdastjórinn sagði okkur svo að við gætum pantað af hvaða matseðli sem við vildum en á þeim tíma vorum við orðin svo pirruð á þjóninum og veitingahúsinu að við leyfðum og fórum eitthvað annað., negative, neutral
Infer sentiment regarding the aspect: bar. Snippet: Svo við sátum á barnum, barþjónninn virtist ekki vilja vera þar., negative, neutral
Infer sentiment regarding the aspect: mat. Snippet: Ég get skilið verðið ef það þjónaði betri mat, eins og sumir kínverskir veitingastaðir í miðbænum / miðbænum., positive, negative
Infer sentiment regarding the aspect: matseðill. Snippet: “ Á matseðlinum eru kráarréttir - hamborgarar, steikur og smalabaka - og jafnvel portabella lasagna fyrir þá svörtu sauði sem kallast &quot;grænmetisætur&quot;., positive, neutral
Infer sentiment regarding the aspect: borðstofu. Snippet: maturinn var miðlungs til að vera góður - innréttingin er lítil og í meðallagi - eigendurnir eru hópur af óþægilegum hlutum - svo dónalegur og snotur að ég hleypti í rauninni frá sér ljúft kjaft meðan ég borðaði., negative, neutral
Infer sentiment regarding the aspect: hádegismatur. Snippet: Því miður völdum við þennan stað fyrir hádegismat þar sem við höfðum gengið mikið og enduðum við South St Seaport., negative, neutral
Infer sentiment regarding the aspect: mostarda á ostadiskinn. Snippet: Frá erbazzone emiliana til mostarda á ostadisknum, réttirnir á þessum veitingastað eru allir meðhöndlaðir af nákvæmni., positive, positive
Infer sentiment regarding the aspect: USB3. Snippet: Mjög mikilvægur eiginleiki er Firewire 800 sem samkvæmt minni reynslu virkar betur en USB3 (í PC virkt með USB3) Ég var upphaflega ekki seldur á MAC OS mér fannst það að mörgu leyti lakara en Windows 7., neutral, negative
Infer sentiment regarding the aspect: setja upp hugbúnað. Snippet: Passaðu þig bara að hafa enga DVD rauf svo þegar ég fór að setja upp hugbúnað sem ég var með á geisladisk þá gat ég það ekki., negative, negative
Infer sentiment regarding the aspect: sopaipillas. Snippet: Eftirréttir innihalda flan og sopaipillas., positive, neutral
Infer sentiment regarding the aspect: síðbúinn hádegisverður. Snippet: síðasta þriðjudag í síðbúinn hádegisverð með vini sínum., positive, neutral
Infer sentiment regarding the aspect: Víetnömsk nautakjötsnúðlusúpa. Snippet: Ég fæ mér venjulega víetnömsku nautakjötsnúðlusúpu., positive, neutral
Infer sentiment regarding the aspect: Straumbreytir. Snippet: Bilanaleitin sagði að þetta væri straumbreytirinn svo við pöntuðum nýjan., positive, neutral
Infer sentiment regarding the aspect: gluggar. Snippet: Ég er vön tölvum með windows svo ég á í smá erfiðleikum með að rata., neutral, neutral
Infer sentiment regarding the aspect: eiganda. Snippet: Þjónustan er alltaf frábær og eigandinn gengur um til að tryggja að þú njótir., positive, positive
Infer sentiment regarding the aspect: ÞJÓNUSTA. Snippet: ÉG HEF ALDREI FAÐIÐ SLEGA MÁLT(EÐA SLEGA ÞJÓNUSTA)@ PIGALLE., negative, positive
Infer sentiment regarding the aspect: Ég er víðir. Snippet: Afgreiðslustúlkan kom til að sækja sojasósuna MEÐAN við borðuðum hádegismatinn!!!!!, neutral, neutral
Infer sentiment regarding the aspect: FireWire 800. Snippet: Önnur tengi eru FireWire 800, Gigabit Ethernet, MagSafe tengi, hljóðnematengi., positive, neutral
Infer sentiment regarding the aspect: áhöld. Snippet: Eftir að ég borgaði fyrir kaupin tók ég eftir að þeir höfðu ekki gefið mér áhöld svo ég gæti borðað bökuna mína., negative, neutral
Infer sentiment regarding the aspect: setja upp Mountain Lion. Snippet: Ég þurfti að setja upp Mountain Lion og það tók góða tvo tíma., negative, negative
Infer sentiment regarding the aspect: vínflaska. Snippet: Komdu með dagsetningu og flösku af víni!, positive, neutral
Infer sentiment regarding the aspect: gluggar. Snippet: Ég hafði smá áhyggjur í fyrstu því ég hef ekki mikla reynslu af os.x og windows hefur alltaf verið mér annað eðli eftir margra ára notkun windows., positive, neutral
Infer sentiment regarding the aspect: Matargerð. Snippet: Matargerð er skilgreind sem asísk samruna - stenst ekki reikninginn., negative, negative
Infer sentiment regarding the aspect: ritvinnsla. Snippet: Ég er að nota þessa tölvu til ritvinnslu, vefskoðunar, smá leikja og er að læra forritun., positive, neutral
Infer sentiment regarding the aspect: slatti af alvöru mozzarella. Snippet: Sósan er frábær (mjög fersk) með sköflum af alvöru mozzarella., positive, neutral
Infer sentiment regarding the aspect: útlit. Snippet: Það er það besta, það hefur útlitið, frábær auðvelt í notkun og elska allt sem þú getur gert með stýripúðanum!, positive, positive
Infer sentiment regarding the aspect: þjónn. Snippet: Sennilega versta matarupplifunin mín í new york og ég er fyrrverandi þjónn svo ég veit hvað ég er að tala um., negative, neutral
Infer sentiment regarding the aspect: verðlagðar. Snippet: hraður, frábær skjár, falleg öpp fyrir fartölvu; verð á 1100 á apple vefsíðunni; Amazon var með það fyrir 1098+ skatta - auk þess sem ég var með 10% afsláttarmiða frá amazon-kostaði mig 998 plús skatta- 1070- OTD!, positive, neutral
Infer sentiment regarding the aspect: kjúklingur. Snippet: Hálfur kjúklingur með fjalli af hrísgrjónum og baunum fyrir $6,25., positive, neutral
Infer sentiment regarding the aspect: appelsínugult kleinuhringur. Snippet: Ég hef aldrei fengið appelsínugulan kleinuhring áður svo ég prufaði hann., positive, neutral
Infer sentiment regarding the aspect: leikir. Snippet: Hvað notendagerð varðar - ég er að dunda mér við allt frá leikjum (WoW) til Photoshop, en ekkert faglega., positive, neutral
Infer sentiment regarding the aspect: sjónhimnuskjár. Snippet: Það er kominn tími á nýja fartölvu og eina umræðan var hvaða stærð af Mac fartölvunum og hvort ætti að springa fyrir sjónhimnuskjáinn., positive, neutral
Infer sentiment regarding the aspect: hleðslusnúrur. Snippet: Eitt enn, þessi mac kemur EKKI með restore diskum og ég er ekki viss um hvort þú getir gert þá beint úr mac eins og þú getur með nýrri tölvum, einnig eru hleðslusnúrurnar úr sama ódýra efni og iPhone/iPod touch snúrur., negative, negative
Infer sentiment regarding the aspect: Windows 7. Snippet: Ég notaði Windows XP, Windows Vista og Windows 7 mikið., positive, neutral
Infer sentiment regarding the aspect: harður diskur sem snýst. Snippet: Eftir að hafa skipt út snúnings harða disknum fyrir ssd drif er Macinn minn bara á flugi., positiv, neutral
Infer sentiment regarding the aspect: þráðlaus mús. Snippet: Ég þurfti að kaupa þráðlausa mús til að fylgja henni, þar sem ég er gamall skóla og hata púðann, en vissi að áður en ég keypti hana, núna virkar hún frábærlega, þarf að laga mig að lyklaborðinu, þar sem ég er vanur a stærri og dúndrandi., positive, neutral
Infer sentiment regarding the aspect: MATUR. Snippet: Dásamlegur matseðill, hlýlegt andrúmsloft, frábær þjónusta, MATURINN lætur mig koma aftur!, positive, positive
Infer sentiment regarding the aspect: framkvæmdastjóri. Snippet: Myndirðu einhvern tíma trúa því að þegar þú kvartar yfir klukkutíma bið, þegar þeir segja þér að það verði 20-30 mínútur, segi framkvæmdastjórinn barþjóninum að hella niður drykkjunum sem þú varst að borga fyrir?, negative, negative
Infer sentiment regarding the aspect: svart edik. Snippet: Það er borðað með svörtu ediki og rifnum engifer., positive, neutral
Infer sentiment regarding the aspect: rökfræði borð. Snippet: Líklegra er að það þurfi að skipta um rökfræðiborðið þegar þeir viðurkenna að þeir eigi við vandamál að stríða og koma með lausn., positive, negative
Infer sentiment regarding the aspect: efnissköpun. Snippet: Ég nota það aðallega til að búa til efni (hljóð, myndband, myndvinnslu) og það er áreiðanlegt., positive, positive
Infer sentiment regarding the aspect: hrísgrjón. Snippet: Hálfur kjúklingur með fjalli af hrísgrjónum og baunum fyrir $6,25., positive, neutral
Infer sentiment regarding the aspect: getur gert. Snippet: “ Á matseðlinum eru kráarréttir - hamborgarar, steikur og smalabaka - og jafnvel portabella lasagna fyrir þá svörtu sauði sem kallast &quot;grænmetisætur&quot;., positive, neutral
Infer sentiment regarding the aspect: forréttir. Snippet: Að bíða í þrjár klukkustundir áður en við fáum forréttina okkar var líka dekur., positive, neutral
Infer sentiment regarding the aspect: eftirréttspizzu. Snippet: Þó að það sé ágætis matseðill, ætti það ekki að taka tíu mínútur að fá drykkina þína og 45 fyrir eftirréttspizzu., negative, neutral
Infer sentiment regarding the aspect: leiki. Snippet: Ég vinn sem hönnuður og kóðari og mig vantaði nýjan félaga til að vinna með, ekki gaming., neutral, neutral
Infer sentiment regarding the aspect: borið fram. Snippet: Þeir eru bornir fram á Focacchia brauði og eru til að deyja fyrir., positive, neutral
Infer sentiment regarding the aspect: ostaplata. Snippet: Við byrjuðum á hörpuskel og aspas og fengum líka mjúkskeljakrabbann sem og ostadiskinn., positive, neutral
Infer sentiment regarding the aspect: ÞJÓNARAR. Snippet: ÞEIR ERU ÞJÓNAR VIÐ GÖNGUNNI TIL AÐ DREIGA ÞIG SEM GERÐI Okkur grunsamlega., positive, neutral
Infer sentiment regarding the aspect: Rifin. Snippet: Best er að panta af grillinu (Churrasco og rif)., positive, positive
Infer sentiment regarding the aspect: starfsmenn. Snippet: Góð kaka EN: þetta var ekki besta kaka sem ég hef fengið og svo sannarlega ekki þess virði að standa úti á gangstétt og vera smalað eins og nautgripum af áhugalausum og yfirvinnufullum starfsmönnum., negativ, negative
Infer sentiment regarding the aspect: USB tengi. Snippet: Þessi fartölva hefur aðeins 2 USB tengi og þau eru bæði á sömu hlið., negative, negative
Infer sentiment regarding the aspect: ískalt blandað mokka. Snippet: Hvort sem þú velur ísblandaða mokka eða heita hvíta mokka þá ertu viss um að vera mjög ánægður., positive, positive
Infer sentiment regarding the aspect: taka út. Snippet: Mæli eindregið með... Eins og fram hefur komið hef ég ekki borðað *á* veitingastaðnum en komið við þar til að sækja mat og það virðist vera mjög afslappandi staður; líka, barinn lítur vel út., positive, neutral
Infer sentiment regarding the aspect: 16GB af vinnsluminni. Snippet: Þegar öllu var á botninn hvolft notaði ég í rauninni þennan $450 sparnað til að kaupa 16GB af vinnsluminni, TVEIR Seagate Momentus XT blendingsdrif og OWC uppfærslusett til að setja upp seinni harða diskinn., positive, neutral
Infer sentiment regarding the aspect: þjónn. Snippet: Þegar kom að því að taka við pöntuninni gaf þjónninn okkur erfitt fyrir, gekk í burtu og kom svo aftur með blað og penna fyrir okkur til að skrifa niður hvað við vildum...afsakið en er það ekki hans verk???, negative, negative
Infer sentiment regarding the aspect: þjónn. Snippet: Ég lendi alltaf í því að biðja þjóninn um að gera eitthvað bragðgott og öðruvísi en það sem er á matseðlinum., positive, neutral
Infer sentiment regarding the aspect: Taylor skinka. Snippet: Til viðbótar við frábærar pylsur, er DOTP með dásamlegar morgunverðarsamlokur sem innihalda, fyrir utan frábæra hluti eins og tatortots og enskar muffins, dýrindis NJ-undirstaða svínakjötsvöru sem við þekkjum Jersey stelpur og stráka sem Taylor skinku., positive, positive
Infer sentiment regarding the aspect: fastbúnaðarplástur. Snippet: Ég veit að sumir kvörtuðu yfir HDMI vandamálum en þeir gáfu út fastbúnaðarplástur til að taka á því vandamáli., positive, neutral
Infer sentiment regarding the aspect: hægri smelltu valmynd. Snippet: Mér líkar við Mini Mac það var auðvelt að setja upp og setja upp, en ég er að læra á meðan ég fer og gæti notað kennslu til að læra hvernig á að nota suma eiginleikana sem ég var að nota í tölvunni, sérstaklega hægri músarvalmyndina., positive, neutral
Infer sentiment regarding the aspect: kex. Snippet: Eina kvörtunin mín gæti verið örlögin - ég hef aldrei látið kex spá fyrir mér óheppni áður en ég heimsótti Kar., positive, negative
Infer sentiment regarding the aspect: hádegismatur. Snippet: Það er um $ 7 fyrir hádegismat og þeir eru með take-out eða borða í., positive, neutral
Infer sentiment regarding the aspect: FileMaker Pro. Snippet: Reyndar nota ég enn mörg Legacy forrit (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!, positive, neutral
